gaze_az_deg,gaze_el_deg,median_abs_delta_po_deg,p90_abs_delta_po_deg,fraction_abs_delta_po_gt_threshold,median_signed_delta_po_deg,median_circular_variance_change,median_tuning_strength_change,median_abs_tuning_strength_change
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.5876147075202454,13.187187380427934,0.13125,0.35286881590760544,0.0004887074850489781,-0.0004887074850489781,0.02128964562330876
2.0,0.0,3.922635871026266,24.25542679138264,0.26875,0.38667934977588914,-0.0041801240715083066,0.0041801240715083066,0.02951607086037511
3.0,0.0,5.0657664262267375,26.877367298305277,0.3625,0.7202952034392354,-0.007679695429053723,0.007679695429053723,0.0390219663782822
4.0,0.0,7.113107562383981,35.59510571897183,0.39375,0.6387069610668448,-0.003045389349989769,0.003045389349989769,0.04722767177635512
5.0,0.0,8.944806649728662,38.35973890722551,0.4625,0.18624091856295877,-0.006930597193165522,0.006930597193165522,0.06836470513197501
0.0,1.0,2.198990731206237,8.844298455444394,0.08125,-0.10099611378245754,0.000783075485487339,-0.000783075485487339,0.018572847418583893
1.0,1.0,2.40090886017051,16.142435860991366,0.175,0.2504255373841744,0.0030529137004272067,-0.0030529137004272067,0.024974148180174904
2.0,1.0,3.845697440126081,21.988166675168213,0.2625,0.6919431934687381,0.0008813982628952943,-0.0008813982628952943,0.03289878526795992
3.0,1.0,5.60151957643717,34.882424663794986,0.35,0.660115746350769,-0.004387023675181567,0.004387023675181567,0.046405981634162374
4.0,1.0,6.8316206293956725,37.23012790213672,0.4,0.3390393935062832,-0.009207304059898613,0.009207304059898613,0.06157423009990637
5.0,1.0,9.399116784715275,38.7647661877232,0.4875,1.8567173175692488,-0.007056838610822236,0.007056838610822236,0.0755412842160646
0.0,2.0,4.125306141564131,23.462419405273568,0.20625,0.16650475351086413,0.007230770115159657,-0.007230770115159657,0.038287798898391845
1.0,2.0,3.564725706024973,24.09165167896136,0.2375,-0.1072449136124618,0.001849111501367573,-0.001849111501367573,0.03621039143865934
2.0,2.0,4.313716587220277,29.42548453982197,0.3,0.5838884403016422,-0.00039631354916447314,0.00039631354916447314,0.042792254239476246
3.0,2.0,6.160964869438857,31.865907246192275,0.36875,1.017972472113371,-0.0051848374487361015,0.0051848374487361015,0.052928310245838606
4.0,2.0,8.201892425804445,34.40759806415569,0.43125,1.2347286231502466,-0.0027440588964458557,0.0027440588964458557,0.0732108514154371
5.0,2.0,10.733535576084961,38.904666653450064,0.51875,2.0346118674374623,-0.00800438866440445,0.00800438866440445,0.07898840870878548
0.0,3.0,5.1013773368148065,29.181521248870208,0.33125,0.43809621965252177,0.0015813259583800643,-0.0015813259583800643,0.050789209154110726
1.0,3.0,5.256798339728803,35.057799592598904,0.30625,-0.26169745667029076,0.004966600290318701,-0.004966600290318701,0.04824577924873702
2.0,3.0,5.743489833336724,28.12747651945638,0.3375,0.9575934754178519,-0.0011486274253449946,0.0011486274253449946,0.058365886111473586
3.0,3.0,6.601546633021115,30.155853862974237,0.3625,0.6661478214661543,-0.0005842986828082375,0.0005842986828082375,0.07057410353717042
4.0,3.0,8.116520978230525,35.180646243084794,0.45625,1.659047755903046,0.0038418705120008,-0.0038418705120008,0.0620543572676846
5.0,3.0,9.385655066151706,33.28251099416913,0.475,1.4513485979149863,0.0020573759364703736,-0.0020573759364703736,0.07525685128750859
0.0,4.0,7.01574109029832,31.419668302208603,0.39375,0.21589113658956904,0.0012695999827728732,-0.0012695999827728732,0.06236588702929907
1.0,4.0,6.696152886892321,35.68078024297893,0.38125,0.1573347028515144,0.006563933061331906,-0.006563933061331906,0.05829650946363024
2.0,4.0,7.026471553390891,31.04205960732378,0.38125,0.9294560659684379,0.007278367913615913,-0.007278367913615913,0.05664111941463057
3.0,4.0,8.156544529258554,33.54149367247341,0.4,1.362254237931893,0.004043490981208819,-0.004043490981208819,0.06662365402104958
4.0,4.0,7.772447964070295,34.44147106938363,0.4375,1.2178453095258703,0.001738092906220734,-0.001738092906220734,0.061180158833704146
5.0,4.0,9.152253198911218,36.56526303635266,0.45625,1.7719157095985807,0.0019479283950988857,-0.0019479283950988857,0.0778539903470023
0.0,5.0,7.033825621792801,31.45421507792031,0.3875,-0.007151569549854742,-0.0002387471710190714,0.0002387471710190714,0.05558066029704872
1.0,5.0,8.172697224055206,32.66329287936781,0.41875,0.21093020748004676,0.009733347893544742,-0.009733347893544742,0.06131997359415631
2.0,5.0,8.207125945861236,35.36945056285571,0.45625,0.3416106272426518,0.011145124787533323,-0.011145124787533323,0.08289193420358243
3.0,5.0,9.619447941389382,36.45559113389148,0.475,0.2175544247059804,0.013321691523013657,-0.013321691523013657,0.07603009485867995
4.0,5.0,9.601051078684328,37.59813906680219,0.4875,1.0872236915338291,0.0065414633228244035,-0.0065414633228244035,0.07013488118083955
5.0,5.0,9.486045611394601,37.27510808502709,0.48125,2.2913456275408777,0.006685732644729825,-0.006685732644729825,0.07828901332427424
