baseline_label,baseline_az_deg,baseline_el_deg,path_label,session_index,gaze_shift_az_deg,gaze_shift_el_deg,gaze_shift_magnitude_deg,effective_center_az_deg,effective_center_el_deg,effective_center_radius_deg,scenario,center_az_deg,center_el_deg,center_displacement_cm,max_orientation_error_deg,median_orientation_error_deg,orientation_error_horizontal_deg,orientation_error_oblique_45_deg,orientation_error_vertical_deg,jacobian_det,jacobian_scale_major,jacobian_scale_minor,patch_mean_displacement_cm,patch_median_displacement_cm,patch_max_displacement_cm,patch_mean_radial_error_cm,patch_mean_abs_tangential_error_cm,patch_max_abs_tangential_error_cm,patch_mean_normalized_error,patch_p95_displacement_cm,patch_corner_displacement_cm,patch_center_displacement_cm
mild_horizontal,2.5,0.0,horizontal,2,1.0,0.0,1.0,3.5,0.0,3.5,exact_true_distance,3.5,0.0,1.1102230246251565e-16,4.263256414560601e-14,1.4210854715202004e-14,0.0,2.842170943040401e-14,0.0,1.0000000000000009,1.0000000000000009,1.0,6.038144132923011e-17,1.3877787807814457e-17,3.1401849173675503e-16,4.5427685064041425e-18,3.406131365336601e-17,2.39154108487156e-16,5.631842897436394e-17,2.220446049250313e-16,0.0,1.1102230246251565e-16
mild_horizontal,2.5,0.0,horizontal,2,1.0,0.0,1.0,3.5,0.0,3.5,exact_distance_minus_5cm,3.5,0.0,0.3058131007524214,8.526512829121202e-14,4.263256414560601e-14,0.0,5.684341886080802e-14,0.0,0.44444444444444553,0.6666666666666682,0.6666666666666667,0.3864056909703337,0.3763590899086846,0.7467745695952331,-0.3864056909703337,2.6938263900594035e-17,1.942890293094024e-16,0.33333333333333337,0.6641223575130076,0.35235953390575836,0.3058131007524214
mild_horizontal,2.5,0.0,horizontal,2,1.0,0.0,1.0,3.5,0.0,3.5,exact_distance_plus_5cm,3.5,0.0,0.30581310075242185,8.526512829121202e-14,4.263256414560601e-14,0.0,5.684341886080802e-14,0.0,1.7777777777777821,1.3333333333333364,1.3333333333333335,0.3864056909703337,0.3763590899086847,0.7467745695952331,0.3864056909703337,5.440179505239104e-17,3.885780586188048e-16,0.3333333333333333,0.6641223575130076,0.35235953390575814,0.30581310075242185
mild_horizontal,2.5,0.0,horizontal,2,1.0,0.0,1.0,3.5,0.0,3.5,planar_no_correction,3.5,0.0,0.001141444960241489,0.053483700703822024,0.037674797483880695,0.0,0.053483700703822024,0.0,0.9944136602877661,0.9981342091396336,0.9962724964059949,0.0035781462151402094,0.002052809073712775,0.015594635608396986,-0.0034831080388968445,0.0007105636572071319,0.004148278599047284,0.002308277008162313,0.011328289869791912,0.0017445716225349245,0.001141444960241489
mild_horizontal,2.5,0.0,horizontal,3,1.5,0.0,1.5,4.0,0.0,4.0,exact_true_distance,4.0,0.0,0.0,3.410605131648481e-13,2.4158453015843406e-13,0.0,3.410605131648481e-13,0.0,1.0000000000000122,1.000000000000012,1.0000000000000002,9.123654041895167e-17,5.551115123125783e-17,4.002966042486721e-16,1.6393396444008389e-18,3.7684192623821105e-17,3.121465642018263e-16,6.915318300450748e-17,2.482534153247273e-16,0.0,0.0
mild_horizontal,2.5,0.0,horizontal,3,1.5,0.0,1.5,4.0,0.0,4.0,exact_distance_minus_5cm,4.0,0.0,0.3496340597175521,3.126388037344441e-13,2.1316282072803006e-13,0.0,3.126388037344441e-13,0.0,0.4444444444444492,0.6666666666666737,0.6666666666666667,0.419060402845533,0.4097469442083923,0.7864169763718971,-0.419060402845533,2.934892067625247e-17,2.7755575615628914e-16,0.33313503866745986,0.7067626449912824,0.3496340597175521,0.3496340597175521
mild_horizontal,2.5,0.0,horizontal,3,1.5,0.0,1.5,4.0,0.0,4.0,exact_distance_plus_5cm,4.0,0.0,0.349634059717552,3.126388037344441e-13,2.1316282072803006e-13,0.0,3.126388037344441e-13,0.0,1.7777777777777966,1.3333333333333475,1.3333333333333335,0.419060402845533,0.4097469442083922,0.786416976371897,0.419060402845533,5.634187841636272e-17,4.718447854656915e-16,0.3331350386674598,0.706762644991282,0.349634059717552,0.349634059717552
mild_horizontal,2.5,0.0,horizontal,3,1.5,0.0,1.5,4.0,0.0,4.0,planar_no_correction,4.0,0.0,0.0017046279560586353,0.06986955596165956,0.04921728303953188,0.0,0.06986955596165956,0.0,0.9927087784541286,0.997563461987893,0.9951334589539895,0.004430269803650561,0.0026444687501302423,0.01823388846540213,-0.004324254648864513,0.0008293468255113222,0.004575470168077969,0.0026795872767982187,0.013717418142676241,0.0017046279560586353,0.0017046279560586353
mild_horizontal,2.5,0.0,horizontal,4,2.0,0.0,2.0,4.5,0.0,4.5,exact_true_distance,4.5,0.0,0.0,4.263256414560601e-14,1.4210854715202004e-14,0.0,2.842170943040401e-14,0.0,1.0000000000000009,1.0000000000000009,1.0,8.146112692616375e-17,2.7755575615628914e-17,4.965068306494546e-16,4.713104237427703e-18,4.2137898476386376e-17,2.815036482596467e-16,6.053092527038591e-17,2.482534153247273e-16,0.0,0.0
mild_horizontal,2.5,0.0,horizontal,4,2.0,0.0,2.0,4.5,0.0,4.5,exact_distance_minus_5cm,4.5,0.0,0.39350853412309217,5.684341886080802e-14,4.263256414560601e-14,0.0,5.684341886080802e-14,0.0,0.44444444444444364,0.6666666666666667,0.6666666666666654,0.45454729235170144,0.4476121840544286,0.8266585834463535,-0.45454729235170144,3.3334347246283657e-17,2.7755575615628914e-16,0.33333333333333337,0.7490112025603173,0.35235953390575836,0.39350853412309217
mild_horizontal,2.5,0.0,horizontal,4,2.0,0.0,2.0,4.5,0.0,4.5,exact_distance_plus_5cm,4.5,0.0,0.3935085341230924,5.684341886080802e-14,4.263256414560601e-14,0.0,5.684341886080802e-14,0.0,1.7777777777777746,1.3333333333333335,1.3333333333333308,0.4545472923517014,0.4476121840544284,0.8266585834463537,0.4545472923517014,6.745298351204522e-17,3.885780586188048e-16,0.3333333333333333,0.7490112025603172,0.35235953390575814,0.3935085341230924
mild_horizontal,2.5,0.0,horizontal,4,2.0,0.0,2.0,4.5,0.0,4.5,planar_no_correction,4.5,0.0,0.002428357273104309,0.08844772582756377,0.06230409307717366,0.0,0.08844772582753535,0.0,0.9907793277390599,0.9969167466045769,0.993843599391403,0.005449469971140194,0.003484972884008728,0.021203634406797293,-0.005331852595070298,0.0009637897017984514,0.005027758240632797,0.0031014782418687407,0.016322895219899814,0.0017445716225349245,0.002428357273104309
mild_horizontal,2.5,0.0,horizontal,5,2.5,0.0,2.5,5.0,0.0,5.0,exact_true_distance,5.0,0.0,2.220446049250313e-16,4.263256414560601e-14,1.4210854715202004e-14,0.0,2.842170943040401e-14,0.0,1.0000000000000009,1.0000000000000009,1.0,9.630641865103639e-17,1.1102230246251565e-16,4.002966042486721e-16,8.339624818870238e-18,4.227106870990588e-17,3.121465642018263e-16,6.668652298594944e-17,2.482534153247273e-16,0.0,2.220446049250313e-16
mild_horizontal,2.5,0.0,horizontal,5,2.5,0.0,2.5,5.0,0.0,5.0,exact_distance_minus_5cm,5.0,0.0,0.4374433176296201,1.9895196601282805e-13,1.3500311979441904e-13,0.0,1.9895196601282805e-13,0.0,0.4444444444444473,0.666666666666671,0.6666666666666666,0.491913607294367,0.48631856526696726,0.8674395174284654,-0.491913607294367,3.291949963334928e-17,2.7755575615628914e-16,0.33333333333333337,0.7927104450984527,0.3604139331570203,0.4374433176296201
mild_horizontal,2.5,0.0,horizontal,5,2.5,0.0,2.5,5.0,0.0,5.0,exact_distance_plus_5cm,5.0,0.0,0.43744331762961974,1.9895196601282805e-13,1.3500311979441904e-13,0.0,1.9895196601282805e-13,0.0,1.7777777777777892,1.333333333333342,1.3333333333333333,0.491913607294367,0.4863185652669673,0.8674395174284653,0.491913607294367,6.365330960452196e-17,4.718447854656915e-16,0.3333333333333333,0.7927104450984525,0.3604139331570202,0.43744331762961974
mild_horizontal,2.5,0.0,horizontal,5,2.5,0.0,2.5,5.0,0.0,5.0,planar_no_correction,5.0,0.0,0.0033330138931129127,0.10922103609269129,0.07693723186263668,0.0,0.10922103609269129,0.0,0.9886263350020031,0.996194112239044,0.9924033106158081,0.0066541338322842775,0.004367099634035951,0.024525418178760035,-0.006525015828534744,0.0011081637501056754,0.005505511566598483,0.003574137035358158,0.01925598800117473,0.0018645947205953688,0.0033330138931129127
mild_horizontal,2.5,0.0,horizontal,6,3.0,0.0,3.0,5.5,0.0,5.5,exact_true_distance,5.5,0.0,0.0,1.9895196601282805e-13,1.2789769243681803e-13,0.0,1.8474111129762605e-13,0.0,1.0000000000000064,1.0000000000000064,1.0,9.031196996751886e-17,2.7755575615628914e-17,4.965068306494546e-16,-6.257193853213154e-18,4.64876594019409e-17,2.815036482596467e-16,5.679665030415498e-17,4.440892098500626e-16,2.220446049250313e-16,0.0
mild_horizontal,2.5,0.0,horizontal,6,3.0,0.0,3.0,5.5,0.0,5.5,exact_distance_minus_5cm,5.5,0.0,0.48144524098769303,1.9895196601282805e-13,1.2789769243681803e-13,0.0,1.8474111129762605e-13,0.0,0.44444444444444736,0.666666666666671,0.6666666666666667,0.5306420193861069,0.5254645211267526,0.9087111538933365,-0.5306420193861069,3.75117182342397e-17,2.7755575615628914e-16,0.33333333333333337,0.8369001557454446,0.37345730803347493,0.48144524098769303
mild_horizontal,2.5,0.0,horizontal,6,3.0,0.0,3.0,5.5,0.0,5.5,exact_distance_plus_5cm,5.5,0.0,0.4814452409876928,1.9895196601282805e-13,1.2789769243681803e-13,0.0,1.8474111129762605e-13,0.0,1.7777777777777892,1.333333333333342,1.3333333333333335,0.5306420193861069,0.5254645211267522,0.9087111538933367,0.5306420193861069,7.594394410712979e-17,4.163336342344337e-16,0.3333333333333333,0.836900155745445,0.37345730803347504,0.4814452409876928
mild_horizontal,2.5,0.0,horizontal,6,3.0,0.0,3.0,5.5,0.0,5.5,planar_no_correction,5.5,0.0,0.004439090067757334,0.13219264531980457,0.09311894351171901,0.0,0.13219264531980457,0.0,0.9862509456190174,0.995395613922118,0.9908130313463326,0.008063677817855514,0.005547142257486688,0.028220996957205563,-0.007923617720670817,0.0012632238783741063,0.006009038429472141,0.004097876165091267,0.022543700488920303,0.0020661336205418496,0.004439090067757334
mild_horizontal,2.5,0.0,horizontal,7,3.5,0.0,3.5,6.0,0.0,6.0,exact_true_distance,6.0,0.0,2.220446049250313e-16,1.4210854715202004e-13,8.526512829121202e-14,0.0,1.2789769243681803e-13,0.0,0.9999999999999951,0.9999999999999998,0.9999999999999953,1.1676218271168466e-16,1.1102230246251565e-16,4.965068306494546e-16,3.0845127673487936e-17,4.762346043820424e-17,3.121465642018263e-16,7.027067806740477e-17,3.1401849173675503e-16,0.0,2.220446049250313e-16
mild_horizontal,2.5,0.0,horizontal,7,3.5,0.0,3.5,6.0,0.0,6.0,exact_distance_minus_5cm,6.0,0.0,0.525521176328382,5.684341886080802e-14,2.842170943040401e-14,0.0,5.684341886080802e-14,0.0,0.44444444444444353,0.6666666666666666,0.6666666666666654,0.5704075439771836,0.5652231335161632,0.9504340015281165,-0.5704075439771836,3.8816114708739813e-17,2.7755575615628914e-16,0.33333333333333337,0.8813041044751202,0.390998146949499,0.525521176328382
mild_horizontal,2.5,0.0,horizontal,7,3.5,0.0,3.5,6.0,0.0,6.0,exact_distance_plus_5cm,6.0,0.0,0.5255211763283829,5.684341886080802e-14,2.842170943040401e-14,0.0,5.684341886080802e-14,0.0,1.7777777777777741,1.3333333333333333,1.3333333333333308,0.5704075439771836,0.5652231335161636,0.9504340015281167,0.5704075439771836,7.316590984340014e-17,4.718447854656915e-16,0.33333333333333337,0.8813041044751196,0.3909981469494991,0.5255211763283829
mild_horizontal,2.5,0.0,horizontal,7,3.5,0.0,3.5,6.0,0.0,6.0,planar_no_correction,6.0,0.0,0.005767202190249954,0.15736604494486528,0.11085171335750488,0.0,0.15736604494486528,0.0,0.9836544227228686,0.9945213124618951,0.9890732459899467,0.009698232768169451,0.007011202500431899,0.03231236364949013,-0.00954794813975905,0.0014296258921162684,0.00653860036271579,0.00467303436635352,0.026207873760237456,0.002353617077113386,0.005767202190249954
mild_horizontal,2.5,0.0,horizontal,8,4.0,0.0,4.0,6.5,0.0,6.5,exact_true_distance,6.5,0.0,0.0,4.263256414560601e-14,1.4210854715202004e-14,0.0,2.842170943040401e-14,0.0,1.000000000000001,1.0000000000000009,1.0000000000000002,1.0233931083519839e-16,2.7755575615628914e-17,4.965068306494546e-16,-1.4887414722401558e-18,4.9163002633962315e-17,3.6853988242309197e-16,5.198969632107643e-17,4.440892098500626e-16,0.0,0.0
mild_horizontal,2.5,0.0,horizontal,8,4.0,0.0,4.0,6.5,0.0,6.5,exact_distance_minus_5cm,6.5,0.0,0.5696780415082277,5.684341886080802e-14,4.263256414560601e-14,0.0,5.684341886080802e-14,0.0,0.44444444444444364,0.6666666666666667,0.6666666666666654,0.6109880622034782,0.6073609782988947,0.9925760244600937,-0.6109880622034782,4.086352183327163e-17,2.7755575615628914e-16,0.33333333333333337,0.924623967361623,0.41247297499322017,0.5696780415082277
mild_horizontal,2.5,0.0,horizontal,8,4.0,0.0,4.0,6.5,0.0,6.5,exact_distance_plus_5cm,6.5,0.0,0.5696780415082272,5.684341886080802e-14,4.263256414560601e-14,0.0,5.684341886080802e-14,0.0,1.7777777777777746,1.3333333333333335,1.3333333333333308,0.6109880622034782,0.6073609782988945,0.992576024460094,0.6109880622034782,8.14752456129214e-17,4.163336342344337e-16,0.33333333333333337,0.9246239673616236,0.41247297499322005,0.5696780415082272
mild_horizontal,2.5,0.0,horizontal,8,4.0,0.0,4.0,6.5,0.0,6.5,planar_no_correction,6.5,0.0,0.007338103830211162,0.18474505937973618,0.13013826946538387,0.0,0.18474505937972197,0.0,0.9808381463652233,0.993571274439117,0.987184484493997,0.011578407395643912,0.008648995783319941,0.036821767220737336,-0.011418582356617536,0.0016079121875470159,0.007094422730702368,0.00529988646969916,0.03027059910675363,0.002735665970730624,0.007338103830211162
mild_horizontal,2.5,0.0,horizontal,9,4.5,0.0,4.5,7.0,0.0,7.0,exact_true_distance,7.0,0.0,2.220446049250313e-16,4.263256414560601e-14,2.842170943040401e-14,0.0,2.842170943040401e-14,0.0,1.0000000000000007,1.0000000000000009,0.9999999999999998,1.3442151732437666e-16,1.1102230246251565e-16,4.965068306494546e-16,3.4334303844792414e-17,5.050917720923218e-17,3.253556323348892e-16,7.127021005586427e-17,4.440892098500626e-16,1.1102230246251565e-16,2.220446049250313e-16
mild_horizontal,2.5,0.0,horizontal,9,4.5,0.0,4.5,7.0,0.0,7.0,exact_distance_minus_5cm,7.0,0.0,0.6139228045145229,1.9895196601282805e-13,1.3500311979441904e-13,0.0,1.9895196601282805e-13,0.0,0.4444444444444473,0.666666666666671,0.6666666666666666,0.6522266953257257,0.6496250754517428,1.035111308261867,-0.6522266953257257,4.0064785384487544e-17,2.7755575615628914e-16,0.33333333333333337,0.9672420854377213,0.4373146592980149,0.6139228045145229
mild_horizontal,2.5,0.0,horizontal,9,4.5,0.0,4.5,7.0,0.0,7.0,exact_distance_plus_5cm,7.0,0.0,0.6139228045145233,1.9895196601282805e-13,1.3500311979441904e-13,0.0,1.9895196601282805e-13,0.0,1.7777777777777892,1.333333333333342,1.3333333333333333,0.6522266953257257,0.6496250754517428,1.0351113082618677,0.6522266953257257,7.499247769139475e-17,4.718447854656915e-16,0.33333333333333337,0.9672420854377216,0.4373146592980149,0.6139228045145233
mild_horizontal,2.5,0.0,horizontal,9,4.5,0.0,4.5,7.0,0.0,7.0,planar_no_correction,7.0,0.0,0.009172698949522662,0.21433384612009831,0.1509815843027127,0.0,0.21433384612009831,0.0,0.9778036126012849,0.9925455722020965,0.9851473221848095,0.013725135408178017,0.010497287013893443,0.041771731070356075,-0.01355633048265515,0.0017985174685103496,0.0076767029067959895,0.005978612697598106,0.034754231559227994,0.003225143061604345,0.009172698949522662
mild_horizontal,2.5,0.0,horizontal,10,5.0,0.0,5.0,7.5,0.0,7.5,exact_true_distance,7.5,0.0,0.0,4.263256414560601e-14,1.4210854715202004e-14,0.0,2.842170943040401e-14,0.0,1.0000000000000009,1.0000000000000009,1.0,1.1612950987729706e-16,2.7755575615628914e-17,4.965068306494546e-16,1.4070220338211285e-17,5.3193907718911656e-17,3.6853988242309197e-16,5.3509697108227403e-17,4.441434166503682e-16,1.1102230246251565e-16,0.0
mild_horizontal,2.5,0.0,horizontal,10,5.0,0.0,5.0,7.5,0.0,7.5,exact_distance_minus_5cm,7.5,0.0,0.6582624879369792,1.9895196601282805e-13,1.2789769243681803e-13,0.0,1.8474111129762605e-13,0.0,0.44444444444444736,0.666666666666671,0.6666666666666667,0.6940105347121772,0.691383200339703,1.0780189953497026,-0.694010534712177,4.3336096163099365e-17,2.7755575615628914e-16,0.33333333333333337,1.0118666290496345,0.4649977705876839,0.6582624879369792
mild_horizontal,2.5,0.0,horizontal,10,5.0,0.0,5.0,7.5,0.0,7.5,exact_distance_plus_5cm,7.5,0.0,0.6582624879369792,1.9895196601282805e-13,1.2789769243681803e-13,0.0,1.8474111129762605e-13,0.0,1.7777777777777892,1.333333333333342,1.3333333333333335,0.6940105347121772,0.6913832003397027,1.0780189953497035,0.6940105347121772,8.592711775769471e-17,4.440892098500626e-16,0.33333333333333337,1.0118666290496352,0.4649977705876841,0.6582624879369792
mild_horizontal,2.5,0.0,horizontal,10,5.0,0.0,5.0,7.5,0.0,7.5,planar_no_correction,7.5,0.0,0.011292055317317029,0.24613689585805787,0.1733848765659758,0.0,0.24613689585805787,0.0,0.9745524324974907,0.9914442838612135,0.9829623795923892,0.016159591587752015,0.012691150264438605,0.04718507024446264,-0.015982221757043807,0.002001784162004673,0.008285616615527331,0.0067093060805931744,0.03968140384452575,0.0038383469305792615,0.011292055317317029
mild_horizontal,2.5,0.0,horizontal,11,5.5,0.0,5.5,8.0,0.0,8.0,exact_true_distance,8.0,0.0,0.0,4.263256414560601e-14,1.4210854715202004e-14,0.0,2.842170943040401e-14,0.0,1.000000000000001,1.0000000000000009,1.0000000000000002,1.3535539989232101e-16,1.1102230246251565e-16,4.965068306494546e-16,5.000331106206483e-17,5.0083288917030534e-17,3.253556323348892e-16,6.429040384953091e-17,4.449557262054371e-16,2.220446049250313e-16,0.0
mild_horizontal,2.5,0.0,horizontal,11,5.5,0.0,5.5,8.0,0.0,8.0,exact_distance_minus_5cm,8.0,0.0,0.7027041735119572,5.684341886080802e-14,4.263256414560601e-14,0.0,5.684341886080802e-14,0.0,0.44444444444444364,0.6666666666666667,0.6666666666666654,0.736257269321695,0.734198072069378,1.1212824318368781,-0.736257269321695,4.2415588524448976e-17,2.7755575615628914e-16,0.33333333333333337,1.0562762916994002,0.49506130429785533,0.7027041735119572
mild_horizontal,2.5,0.0,horizontal,11,5.5,0.0,5.5,8.0,0.0,8.0,exact_distance_plus_5cm,8.0,0.0,0.702704173511957,5.684341886080802e-14,4.263256414560601e-14,0.0,5.684341886080802e-14,0.0,1.7777777777777746,1.3333333333333335,1.3333333333333308,0.7362572693216951,0.734198072069378,1.1212824318368788,0.7362572693216951,8.030500383912145e-17,4.996003610813204e-16,0.3333333333333334,1.056276291699401,0.4950613042978556,0.702704173511957
mild_horizontal,2.5,0.0,horizontal,11,5.5,0.0,5.5,8.0,0.0,8.0,planar_no_correction,8.0,0.0,0.013717418142676241,0.28015903259120023,0.19735161316369698,0.0,0.28015903259120023,0.0,0.9710863310631376,0.9902674932829629,0.9806303222614776,0.018903155591850972,0.015178245664666414,0.05308490805457208,-0.01871750383035723,0.0022179804558242647,0.008921322872333404,0.007491996195408219,0.04514271449227528,0.004593909233150734,0.013717418142676241
mild_horizontal,2.5,0.0,horizontal,12,6.0,0.0,6.0,8.5,0.0,8.5,exact_true_distance,8.5,0.0,0.0,4.263256414560601e-14,1.4210854715202004e-14,0.0,2.842170943040401e-14,0.0,1.0000000000000009,1.0000000000000009,1.0,1.147134156172161e-16,2.7755575615628914e-17,4.965068306494546e-16,1.1550395392508087e-17,5.384597900208398e-17,3.6853988242309197e-16,4.939574289650725e-17,4.441434166503682e-16,2.220446049250313e-16,0.0
mild_horizontal,2.5,0.0,horizontal,12,6.0,0.0,6.0,8.5,0.0,8.5,exact_distance_minus_5cm,8.5,0.0,0.7472550067456389,5.684341886080802e-14,4.263256414560601e-14,0.0,5.684341886080802e-14,0.0,0.44444444444444364,0.6666666666666667,0.6666666666666654,0.7789063453279174,0.7767156565106156,1.1648884808126874,-0.7789063453279174,4.4029572769795626e-17,2.7755575615628914e-16,0.33333333333333337,1.100696806171064,0.5271148985505326,0.7472550067456389
mild_horizontal,2.5,0.0,horizontal,12,6.0,0.0,6.0,8.5,0.0,8.5,exact_distance_plus_5cm,8.5,0.0,0.7472550067456392,5.684341886080802e-14,4.263256414560601e-14,0.0,5.684341886080802e-14,0.0,1.7777777777777746,1.3333333333333335,1.3333333333333308,0.7789063453279176,0.7767156565106158,1.1648884808126874,0.7789063453279176,8.701067495565762e-17,4.996003610813204e-16,0.33333333333333337,1.100696806171064,0.5271148985505327,0.7472550067456392
mild_horizontal,2.5,0.0,horizontal,12,6.0,0.0,6.0,8.5,0.0,8.5,planar_no_correction,8.5,0.0,0.016470223944146767,0.31640541373195674,0.2228855113625272,0.0,0.31640541373195674,0.0,0.9674071461064814,0.9890152900835706,0.978151860548826,0.021977404463839043,0.018035823346746208,0.059494692504358446,-0.021783648488412133,0.0024473171244723036,0.009583967850149658,0.008326674743341754,0.05113941662852726,0.00551180873608695,0.016470223944146767
mild_horizontal,2.5,0.0,horizontal,13,6.5,0.0,6.5,9.0,0.0,9.0,exact_true_distance,9.0,0.0,0.0,4.263256414560601e-14,1.4210854715202004e-14,0.0,2.842170943040401e-14,0.0,1.0000000000000009,1.0000000000000009,1.0,1.5011877556007143e-16,1.1102230246251565e-16,4.965068306494546e-16,4.270885935162963e-17,5.094743475747268e-17,3.253556323348892e-16,6.390166235213475e-17,4.577566798522237e-16,3.1401849173675503e-16,0.0
mild_horizontal,2.5,0.0,horizontal,13,6.5,0.0,6.5,9.0,0.0,9.0,exact_distance_minus_5cm,9.0,0.0,0.7919222016226815,5.684341886080802e-14,4.263256414560601e-14,0.0,5.684341886080802e-14,0.0,0.44444444444444364,0.6666666666666667,0.6666666666666654,0.8219129529860674,0.819229923978947,1.2088269670774914,-0.8219129529860674,4.181292433053437e-17,2.7755575615628914e-16,0.3333333333333333,1.145377788294527,0.5608353767286972,0.7919222016226815
mild_horizontal,2.5,0.0,horizontal,13,6.5,0.0,6.5,9.0,0.0,9.0,exact_distance_plus_5cm,9.0,0.0,0.7919222016226812,5.684341886080802e-14,4.263256414560601e-14,0.0,5.684341886080802e-14,0.0,1.7777777777777746,1.3333333333333335,1.3333333333333308,0.8219129529860674,0.8192299239789483,1.2088269670774903,0.8219129529860674,8.000160782369184e-17,4.996003610813204e-16,0.3333333333333334,1.1453777882945266,0.5608353767286969,0.7919222016226812
mild_horizontal,2.5,0.0,horizontal,13,6.5,0.0,6.5,9.0,0.0,9.0,planar_no_correction,9.0,0.0,0.019572114675699304,0.354881530212964,0.24999054109774477,0.0,0.354881530212964,0.0,0.9635168270161605,0.9876877696221693,0.975527749406824,0.02540412025728922,0.021222152174728965,0.0664382128031436,-0.025202360336739355,0.0026899616122265,0.010273687922406485,0.00921331621950314,0.057496334712330406,0.006612678482317543,0.019572114675699304
mild_horizontal,2.5,0.0,horizontal,14,7.0,0.0,7.0,9.5,0.0,9.5,exact_true_distance,9.5,0.0,0.0,4.263256414560601e-14,1.4210854715202004e-14,0.0,2.842170943040401e-14,0.0,1.0000000000000009,1.0000000000000009,1.0,1.1135221474767606e-16,2.7755575615628914e-17,4.965068306494546e-16,6.7926285556854975e-18,5.442492344331638e-17,3.6853988242309197e-16,4.4527568690489775e-17,4.441434166503682e-16,0.0,0.0
mild_horizontal,2.5,0.0,horizontal,14,7.0,0.0,7.0,9.5,0.0,9.5,exact_distance_minus_5cm,9.5,0.0,0.8367130454070977,5.684341886080802e-14,2.842170943040401e-14,0.0,5.684341886080802e-14,0.0,0.44444444444444353,0.6666666666666666,0.6666666666666654,0.8652438560397474,0.8619096990781486,1.2530902261470647,-0.8652438560397476,4.436186364383759e-17,2.7755575615628914e-16,0.33333333333333337,1.1903174400444885,0.5959587994842985,0.8367130454070977
mild_horizontal,2.5,0.0,horizontal,14,7.0,0.0,7.0,9.5,0.0,9.5,exact_distance_plus_5cm,9.5,0.0,0.8367130454070981,5.684341886080802e-14,2.842170943040401e-14,0.0,5.684341886080802e-14,0.0,1.7777777777777741,1.3333333333333333,1.3333333333333308,0.8652438560397476,0.861909699078148,1.2530902261470647,0.8652438560397476,8.717166059649783e-17,4.996003610813204e-16,0.33333333333333337,1.1903174400444885,0.5959587994842983,0.8367130454070981
mild_horizontal,2.5,0.0,horizontal,14,7.0,0.0,7.0,9.5,0.0,9.5,planar_no_correction,9.5,0.0,0.02304495212937363,0.395593206583726,0.27867092745041333,0.0,0.395593206583726,0.0,0.9594174334688423,0.9862850329935372,0.9727587881536159,0.02920530448835903,0.024738662854487174,0.07393961615865685,-0.028995587115652824,0.0029460491354485765,0.010990612071512994,0.010151892061316725,0.06450800536473136,0.00791740759379576,0.02304495212937363
mild_horizontal,2.5,0.0,horizontal,15,7.5,0.0,7.5,10.0,0.0,10.0,exact_true_distance,10.0,0.0,0.0,4.263256414560601e-14,1.4210854715202004e-14,0.0,2.842170943040401e-14,0.0,1.0000000000000009,1.0000000000000009,1.0,1.5012050899411483e-16,1.1102230246251565e-16,4.965068306494546e-16,5.262475183506677e-17,5.105860805486055e-17,3.253556323348892e-16,5.82700894702588e-17,4.577566798522237e-16,3.1401849173675503e-16,0.0
mild_horizontal,2.5,0.0,horizontal,15,7.5,0.0,7.5,10.0,0.0,10.0,exact_distance_minus_5cm,10.0,0.0,0.8816349035423248,5.684341886080802e-14,2.842170943040401e-14,0.0,5.684341886080802e-14,0.0,0.44444444444444353,0.6666666666666666,0.6666666666666654,0.9088744533256334,0.9059140596467992,1.2976727363406626,-0.9088744533256334,4.312557647892372e-17,2.7755575615628914e-16,0.3333333333333333,1.2355154389651777,0.6322712230463806,0.8816349035423248
mild_horizontal,2.5,0.0,horizontal,15,7.5,0.0,7.5,10.0,0.0,10.0,exact_distance_plus_5cm,10.0,0.0,0.881634903542325,5.684341886080802e-14,2.842170943040401e-14,0.0,5.684341886080802e-14,0.0,1.7777777777777741,1.3333333333333333,1.3333333333333308,0.9088744533256335,0.9059140596467996,1.2976727363406633,0.9088744533256334,8.492611729862423e-17,4.996003610813204e-16,0.33333333333333337,1.235515438965178,0.6322712230463815,0.881634903542325
mild_horizontal,2.5,0.0,horizontal,15,7.5,0.0,7.5,10.0,0.0,10.0,planar_no_correction,10.0,0.0,0.02691083263548011,0.43854660110329746,0.30893115329963905,0.0,0.43854660110326904,0.0,0.9551111340637473,0.984807187020399,0.9698458202295424,0.033403195049458816,0.028731900050439973,0.08202342498301125,-0.03318553115562162,0.0032156911423536047,0.011734863806385484,0.011142379131954115,0.0721349787980033,0.009446959892184343,0.02691083263548011
mild_horizontal,2.5,0.0,horizontal,16,8.0,0.0,8.0,10.5,0.0,10.5,exact_true_distance,10.5,0.0,0.0,3.410605131648481e-13,2.4158453015843406e-13,0.0,3.410605131648481e-13,0.0,1.000000000000012,1.000000000000012,1.0,1.2279999086700965e-16,5.551115123125783e-17,4.965068306494546e-16,1.817584893166399e-17,5.744278721468515e-17,3.6853988242309197e-16,4.599358282181664e-17,4.449557262054371e-16,0.0,0.0
