gaze_az_deg,gaze_el_deg,median_abs_delta_po_deg,p90_abs_delta_po_deg,fraction_abs_delta_po_gt_threshold,median_signed_delta_po_deg,median_circular_variance_change,median_tuning_strength_change,median_abs_tuning_strength_change,population_response_correlation,median_per_neuron_response_change,median_relative_response_change,fraction_large_response_change,rdm_similarity_to_baseline,image_discriminability,shifted_image_discriminability,condition,summary_radius
3.0,4.0,8.217577298240002,37.15426194993681,0.45,0.5267433128636583,-0.008283324750073706,0.008283324750073734,0.08631960423073036,0.23445186079851704,7.3197276967205,1.031450976682341,0.95,0.730439974816341,0.9645923555925897,0.9758870972197198,gaze_plus_noise_perfect,7.0
4.0,4.0,8.702761369703701,31.883949045703414,0.4875,2.080646189657479,-0.00495969342808833,0.00495969342808833,0.08913051317471365,0.13314004167260923,7.4479648417327216,1.028400012620339,0.9625,0.6796587161195122,0.9645923555925897,0.9671541379970716,gaze_plus_noise_perfect,8.0
5.0,4.0,9.2520103927313,37.42317418952097,0.475,2.373176349756278,0.0008734529323281559,-0.0008734529323281559,0.09616524483051803,0.04871242966160147,7.727293268983335,1.042227174588779,0.9625,0.6653772624420138,0.9645923555925897,0.975209020872411,gaze_plus_noise_perfect,9.0
0.0,5.0,7.238987937339559,30.95013920506964,0.425,0.980760912890176,-0.014443902790055418,0.014443902790055418,0.09411186188372164,0.2055579492001378,8.612297311750119,1.12075521916687,0.9875,0.6883263800133386,0.9645923555925897,1.0058558266323878,gaze_plus_noise_perfect,5.0
1.0,5.0,7.812989970554611,36.24215436354198,0.43125,1.1098917027984356,-0.0015170168956666896,0.0015170168956667174,0.0782165921057883,0.226972716521054,8.220819923159675,1.1172531260321978,0.95625,0.6834445379818166,0.9645923555925897,1.002431984393925,gaze_plus_noise_perfect,6.0
2.0,5.0,8.561429382043428,41.17755257005137,0.425,1.327703883726457,-0.0007989957018044169,0.0007989957018044447,0.0861922476948439,0.20525641758069227,8.043697013449716,1.0900729855712243,0.9625,0.6616640385112152,0.9645923555925897,0.9952863582926532,gaze_plus_noise_perfect,7.0
3.0,5.0,9.062908658190366,43.370951790585096,0.48125,1.8151381436124012,-0.020782558112764693,0.020782558112764693,0.09740676341032412,0.1388601779267939,8.180223937987735,1.0651741802083068,0.975,0.5895417998026451,0.9645923555925897,0.974488516943846,gaze_plus_noise_perfect,8.0
4.0,5.0,7.9432510138244865,39.44207541413105,0.44375,2.2394613481689447,0.0020177896622377567,-0.0020177896622377567,0.1034876537515644,0.05614784155243179,8.248045407765197,1.0278038629905604,0.975,0.4808543382091108,0.9645923555925897,0.9581932400337917,gaze_plus_noise_perfect,9.0
5.0,5.0,9.417573680486917,40.04638583529332,0.46875,1.819177267680324,0.001328972438756959,-0.001328972438756959,0.09276150658788684,-0.009589650331519862,7.803265777612812,1.059372833145647,0.975,0.4108914264155367,0.9645923555925897,0.9717632064146355,gaze_plus_noise_perfect,10.0
0.0,0.0,3.985255809587784,21.961578831955826,0.20625,-0.7143922805287133,0.020051489192971228,-0.020051489192971228,0.06023700513742877,0.9999523635766486,0.08279810673858667,0.013229756763973402,0.00625,0.9999763791147809,0.9646407340255785,0.9644196669387252,gaze_plus_mapping_error_plus_noise,0.0
1.0,0.0,4.977221274219737,22.02382514520337,0.2625,-0.06968869826884827,0.0010371831797179043,-0.0010371831797179043,0.07985074605200243,0.9416559300112454,2.5286697761969124,0.41733753742014,0.35625,0.9809849988524264,0.9646407340255785,0.9678956058437158,gaze_plus_mapping_error_plus_noise,1.0
2.0,0.0,6.535455204545485,24.482419750752747,0.35625,0.7715192049214963,0.0067592819107162305,-0.0067592819107162305,0.0763294046506364,0.8024225519001453,4.653345892268617,0.758138282582607,0.71875,0.9357510189407304,0.9646407340255785,0.958879870093584,gaze_plus_mapping_error_plus_noise,2.0
3.0,0.0,7.069023007517501,27.57174215612856,0.3875,1.3960523602316997,-0.00390179100877458,0.00390179100877458,0.07924831551342404,0.6253813563051451,6.124520836898909,0.9504369869414369,0.825,0.9221864644758989,0.9646407340255785,0.9563507350905462,gaze_plus_mapping_error_plus_noise,3.0
4.0,0.0,8.53489551607845,33.43025129988532,0.4375,0.22202504600106465,0.006380124987164337,-0.006380124987164337,0.08892512603739944,0.4437779317034755,7.281150634208307,1.052107649707596,0.89375,0.9375659462499881,0.9646407340255785,0.9735913834923836,gaze_plus_mapping_error_plus_noise,4.0
5.0,0.0,9.740329636180185,35.395384813904755,0.475,2.019783019224974,0.00017047706973294385,-0.00017047706973294385,0.11102535446555772,0.29088819618114553,7.885726758620574,1.0568975185139493,0.94375,0.9286206889445169,0.9646407340255785,0.9894620894743757,gaze_plus_mapping_error_plus_noise,5.0
0.0,1.0,4.721967620539402,17.65812638713768,0.25,0.07633534853507484,0.0025107039725330016,-0.0025107039725330016,0.07385992148609527,0.924011371899411,2.518070712085982,0.3886627691274209,0.36875,0.9839425444574572,0.9646407340255785,0.9653384233851978,gaze_plus_mapping_error_plus_noise,1.0
1.0,1.0,4.251782918672099,22.88952113449561,0.26875,0.5354341789823494,0.010706304335479422,-0.010706304335479422,0.06320455362094629,0.8834730803795393,3.41796027191286,0.5313237973252243,0.51875,0.9538793541827567,0.9646407340255785,0.9742464252390112,gaze_plus_mapping_error_plus_noise,2.0
2.0,1.0,5.2940007772002105,24.832899010299876,0.35625,0.6550636456368153,0.014944260885202565,-0.014944260885202565,0.08044671421875915,0.7575314535337394,5.122104168165329,0.8384201244507824,0.775,0.9044769862169318,0.9646407340255785,0.9740827258613622,gaze_plus_mapping_error_plus_noise,3.0
3.0,1.0,8.490498877310586,30.98137993128553,0.39375,1.4285814847708522,-0.013249818724176299,0.013249818724176299,0.08179229918819986,0.5840239143485445,6.324820418131363,0.9824587558395736,0.86875,0.8990060860588314,0.9646407340255785,0.9723944893950878,gaze_plus_mapping_error_plus_noise,4.0
4.0,1.0,7.924268823324027,38.28889615022429,0.425,0.8648758279059763,-0.0028562833558001266,0.0028562833558001266,0.10487067270331352,0.40374833768934415,7.416491799237646,1.0381352184707997,0.925,0.931120727245774,0.9646407340255785,0.9803223725949228,gaze_plus_mapping_error_plus_noise,5.0
5.0,1.0,11.737300558775637,41.48913865386715,0.54375,3.033786996693003,0.010038406154693869,-0.010038406154693869,0.09934275472715015,0.2534110916203093,8.003821404208164,1.0905995057664666,0.9375,0.9135923142923474,0.9646407340255785,0.9806933491632845,gaze_plus_mapping_error_plus_noise,6.0
0.0,2.0,7.100705620855919,27.058755802350003,0.3625,0.1702506453087409,0.0065976856866483136,-0.0065976856866483136,0.08122769792065226,0.7355149770704212,4.706150157290116,0.7544577351479995,0.7125,0.9205636278082441,0.9646407340255785,0.9704413851276643,gaze_plus_mapping_error_plus_noise,2.0
1.0,2.0,5.732633273256951,31.39303268462412,0.3125,1.1229353529014006,0.022683901874361867,-0.022683901874361867,0.08967255733005686,0.7270617109179377,4.283697925938501,0.6869395831427315,0.7,0.8892854956587177,0.9646407340255785,0.9806049325032627,gaze_plus_mapping_error_plus_noise,3.0
2.0,2.0,7.309370476390157,30.279306583478274,0.36875,1.4803905153174952,0.01664788939447842,-0.01664788939447842,0.08012180023071802,0.6312880537502314,5.408219805398368,0.8763423790960005,0.8,0.8651423168937,0.9646407340255785,0.9751847984326478,gaze_plus_mapping_error_plus_noise,4.0
3.0,2.0,7.653382114618495,31.903617717090427,0.41875,1.7151369347566572,-0.000339418213302467,0.000339418213302467,0.09110453409024064,0.4804319192566766,6.48188041082611,1.0007644328876726,0.85,0.8721882843255332,0.9646407340255785,0.9706016428278338,gaze_plus_mapping_error_plus_noise,5.0
4.0,2.0,8.401378042665641,31.719057277352306,0.45,2.8797760871606854,0.008315359151671364,-0.008315359151671364,0.09076124012588757,0.3167018497916315,7.327629735064311,1.0602456547112726,0.9125,0.9118015410933922,0.9646407340255785,0.9781051556600009,gaze_plus_mapping_error_plus_noise,6.0
5.0,2.0,11.412674059089653,35.266881665704055,0.5375,1.5912352608957576,-0.0018057780654211486,0.0018057780654211486,0.093800522184452,0.18383214529933095,7.455879124427009,1.0980994679837133,0.925,0.8812778854738357,0.9646407340255785,0.9789687843854967,gaze_plus_mapping_error_plus_noise,7.0
0.0,3.0,8.183658117072682,28.914306243275952,0.40625,1.1950543217671736,0.010164552889354528,-0.010164552889354528,0.08577426004036104,0.5170817071906341,5.973939809333788,0.9874893486728442,0.8625,0.859924340290004,0.9646407340255785,0.9819253110872157,gaze_plus_mapping_error_plus_noise,3.0
1.0,3.0,6.806295040694593,32.733884279656266,0.3875,1.4701992215964736,0.01147100970610837,-0.01147100970610837,0.08754216727633525,0.5370952965118181,5.764108789078646,0.9482920999300903,0.83125,0.8489374246903292,0.9646407340255785,0.9951444538302993,gaze_plus_mapping_error_plus_noise,4.0
2.0,3.0,7.626204269759775,37.040003062103764,0.425,1.2543364667933616,0.007590064117261153,-0.007590064117261153,0.09033671732473814,0.47324492501224874,6.551910914680244,0.9897091275422236,0.84375,0.8149675573986391,0.9646407340255785,0.9870056369403412,gaze_plus_mapping_error_plus_noise,5.0
3.0,3.0,9.911924976678478,33.26105212222893,0.49375,3.280180035433503,0.014699030531006796,-0.014699030531006796,0.07935853735595072,0.35032803387064204,7.097420765648803,1.0074655206970409,0.90625,0.8147374198259627,0.9646407340255785,0.9745526982886502,gaze_plus_mapping_error_plus_noise,6.0
4.0,3.0,10.572003544329732,35.70932157656171,0.5125,1.6572039408868662,0.02012752166689602,-0.02012752166689602,0.09536829760183105,0.21230361942773784,7.3638585639364,1.0487137229692445,0.9375,0.8502994699729275,0.9646407340255785,0.9796050013409964,gaze_plus_mapping_error_plus_noise,7.0
5.0,3.0,13.073514620426664,40.70906466053519,0.59375,3.699836724845177,0.013358230380521918,-0.013358230380521918,0.1077237856705868,0.10184434748340744,7.480582764636239,1.0375023320935368,0.95625,0.8206991459789044,0.9646407340255785,0.9815701884706651,gaze_plus_mapping_error_plus_noise,8.0
0.0,4.0,8.857072431259837,37.28204758517196,0.45625,0.8309137802915103,0.010627189130938464,-0.010627189130938464,0.08465231520636096,0.3391750201011681,7.499475478089528,1.0679816841909606,0.9375,0.806714356225885,0.9646407340255785,0.999812513627823,gaze_plus_mapping_error_plus_noise,4.0
1.0,4.0,7.951439766373539,28.29134579350543,0.4125,0.26048676855264574,0.014997950540883431,-0.014997950540883431,0.08677667528324418,0.36650092500207865,7.006607893652127,1.0320738405775796,0.89375,0.8233026860701225,0.9646407340255785,1.0035471932894475,gaze_plus_mapping_error_plus_noise,5.0
2.0,4.0,8.240783809547779,31.017697556099424,0.43125,1.584057477160428,0.01389504235590483,-0.01389504235590483,0.08922357431466227,0.32281156226417357,7.27894899503586,1.008824632011271,0.9125,0.7911586190116348,0.9646407340255785,0.9972958342602707,gaze_plus_mapping_error_plus_noise,6.0
3.0,4.0,9.462741298136812,34.77427468431745,0.48125,2.1800155452840713,0.02706471446007791,-0.02706471446007791,0.09004819115171775,0.22479878302211617,7.267472986093417,1.0349654973813318,0.94375,0.7224381484664787,0.9646407340255785,0.974061049697422,gaze_plus_mapping_error_plus_noise,7.0
4.0,4.0,8.603952688289198,27.392324424161146,0.43125,2.206024849895371,0.017501722699049704,-0.017501722699049704,0.10095687452933366,0.11270222828352906,7.400120567590869,1.0322249892933173,0.95625,0.6671733829836822,0.9646407340255785,0.9680108216603804,gaze_plus_mapping_error_plus_noise,8.0
5.0,4.0,9.815081750018479,31.100975016550645,0.49375,2.051203802202089,-0.006557183561231028,0.006557183561231028,0.0862186972555713,0.025461374373158117,7.660799160549773,1.0305618457548082,0.9625,0.6354329175000716,0.9646407340255785,0.9740386044317063,gaze_plus_mapping_error_plus_noise,9.0
0.0,5.0,9.138460915797609,32.77849135062604,0.4875,0.8157017079685147,-0.003980307716007769,0.003980307716007825,0.08511274326307477,0.21254767595126295,8.582527141291234,1.115496148315661,0.99375,0.6934848146142929,0.9646407340255785,1.005331848589499,gaze_plus_mapping_error_plus_noise,5.0
1.0,5.0,8.853062726121337,34.76297049096497,0.46875,-0.2112575842548594,0.00043640689430674007,-0.00043640689430674007,0.09298792095232011,0.23328233693197922,8.13398348595344,1.121612588777197,0.95625,0.6884722249387805,0.9646407340255785,1.002869258221524,gaze_plus_mapping_error_plus_noise,6.0
2.0,5.0,9.367612624035068,35.170410460437175,0.45625,0.5058027827918821,0.019840786430943835,-0.019840786430943835,0.10216441862319048,0.20617475841884317,7.993140241504941,1.077221699187108,0.9625,0.6632057159092877,0.9646407340255785,0.9951514202708994,gaze_plus_mapping_error_plus_noise,7.0
3.0,5.0,9.432847034996769,30.542196650351137,0.49375,1.2437184415464912,0.007840678632393128,-0.007840678632393128,0.08497936991046323,0.12993894867417352,8.265721512704898,1.0541069069381876,0.96875,0.5792483086386264,0.9646407340255785,0.9705356784096247,gaze_plus_mapping_error_plus_noise,8.0
4.0,5.0,9.789576469581888,34.69703852698924,0.49375,1.5263984734993272,0.015124719063517589,-0.015124719063517561,0.10152050453327635,0.03952571112373477,8.089433644413667,1.0176136245118725,0.9875,0.4499935113482636,0.9646407340255785,0.9581031745365493,gaze_plus_mapping_error_plus_noise,9.0
5.0,5.0,9.113302410449705,35.91441800636641,0.45625,1.7017769760478814,0.031855549700459285,-0.031855549700459285,0.10114383354107681,-0.025525030867801748,7.595643305077328,1.047903726845471,0.98125,0.403531067668723,0.9646407340255785,0.9757963869839708,gaze_plus_mapping_error_plus_noise,10.0
