gaze_az_deg,gaze_el_deg,median_abs_delta_po_deg,p90_abs_delta_po_deg,fraction_abs_delta_po_gt_threshold,median_signed_delta_po_deg,median_circular_variance_change,median_tuning_strength_change,median_abs_tuning_strength_change,population_response_correlation,median_per_neuron_response_change,median_relative_response_change,fraction_large_response_change,rdm_similarity_to_baseline,image_discriminability,shifted_image_discriminability,condition,summary_radius
1.0,2.0,5.460948679448151,26.399314599746766,0.31875,0.9990335083935236,0.005741186704556367,-0.005741186704556367,0.08828251159130618,0.7205562973368215,4.33677403532241,0.7019393775993651,0.7,0.8878440338710741,0.9645923555925897,0.9806859695270121,gaze_plus_noise_perfect,3.0
2.0,2.0,5.511098371454409,32.28417616140594,0.33125,1.1477571366820314,-0.0011194575438393528,0.0011194575438393528,0.08067344423814451,0.6351428016687221,5.309611309763863,0.871596857546487,0.8,0.8658960523052629,0.9645923555925897,0.9756996730944643,gaze_plus_noise_perfect,4.0
3.0,2.0,7.009570376213048,32.89526925438153,0.40625,1.4099091224376323,-0.012143665755908417,0.012143665755908417,0.08325171851844856,0.49776075075130716,6.379502905997219,0.9912293056005165,0.85,0.8702109178422077,0.9645923555925897,0.9709445789831015,gaze_plus_noise_perfect,5.0
4.0,2.0,8.058092253125551,35.75418482255699,0.4625,1.6973109143231682,-0.008560436829359752,0.008560436829359752,0.08580922186395645,0.34727054558616477,7.294983340013125,1.0339457114850268,0.9,0.9078776192584195,0.9645923555925897,0.9763930292704088,gaze_plus_noise_perfect,6.0
5.0,2.0,9.82660623558558,41.18058376461657,0.4875,1.9713745121161992,-0.017423077333147186,0.017423077333147186,0.1033448354570499,0.21469479399601277,7.492926167225193,1.1136255759372657,0.9375,0.9047626097947643,0.9645923555925897,0.9799465408432869,gaze_plus_noise_perfect,7.0
0.0,3.0,6.260313375294551,51.937724363311425,0.35625,-0.12872822751706536,0.009818039955292068,-0.009818039955292082,0.07557254861818657,0.5033850002882309,6.101372411233076,0.9818863034687721,0.8625,0.8593718028990881,0.9645923555925897,0.983588111319493,gaze_plus_noise_perfect,3.0
1.0,3.0,5.862134575968838,34.29170687860946,0.35625,1.8373056600724809,0.012516607629593668,-0.01251660762959364,0.07291894669961646,0.5258060725977306,5.779840056157189,0.9505430580534271,0.8375,0.8495953564278291,0.9645923555925897,0.9955355393257896,gaze_plus_noise_perfect,4.0
2.0,3.0,7.0262114131868,30.500952427605686,0.39375,0.946141461605194,-0.006289297894543022,0.006289297894542981,0.08378641463466749,0.47197520878724025,6.5333098036553565,0.9950220481599517,0.8375,0.8157068875275453,0.9645923555925897,0.988121415752792,gaze_plus_noise_perfect,5.0
3.0,3.0,7.893976538423807,32.32370676459911,0.43125,1.3305192767157052,-0.00861595843418922,0.00861595843418922,0.08866127802134982,0.36278441697006536,7.015989623690109,1.006235674047067,0.90625,0.8124230753558664,0.9645923555925897,0.9746016630268937,gaze_plus_noise_perfect,6.0
4.0,3.0,9.347244567454652,40.48333263359653,0.48125,1.9499028345388822,-0.0033795245756044756,0.0033795245756044756,0.08638164377806484,0.2379485887513961,7.194443909831354,1.0255911508818354,0.9375,0.8482634395828875,0.9645923555925897,0.9772418660700889,gaze_plus_noise_perfect,7.0
5.0,3.0,9.083710558909189,35.95903372135629,0.46875,2.554028984158265,-0.008769676048806296,0.008769676048806296,0.08434459130832647,0.1293265987116143,7.413167707968128,1.061940779809479,0.94375,0.8442592682860688,0.9645923555925897,0.9832734938475404,gaze_plus_noise_perfect,8.0
0.0,4.0,7.439876937109503,34.80007496337836,0.4,0.981067765101038,-0.0017046393852077624,0.0017046393852077624,0.08473689360760595,0.32804619121972434,7.660354068142316,1.0672000265185124,0.95,0.8048865201204538,0.9645923555925897,1.0007537306752308,gaze_plus_noise_perfect,4.0
1.0,4.0,8.014774368851405,32.634647660924394,0.43125,0.22034714586843762,0.0030676199223850786,-0.003067619922385037,0.07335668839896267,0.35583733382243354,7.145989324827715,1.038923079685385,0.9,0.8205873178176566,0.9645923555925897,1.0041005626798796,gaze_plus_noise_perfect,5.0
2.0,4.0,6.881771188623901,28.44475761663843,0.36875,1.2910837219803426,0.002946775742094676,-0.0029467757420946483,0.08543553745874827,0.31992595077799435,7.248346576693144,1.0197585512810374,0.91875,0.7940125657589917,0.9645923555925897,0.9979416165638798,gaze_plus_noise_perfect,6.0
