gaze_az_deg,gaze_el_deg,median_abs_delta_po_deg,p90_abs_delta_po_deg,fraction_abs_delta_po_gt_threshold,median_signed_delta_po_deg,median_circular_variance_change,median_tuning_strength_change,median_abs_tuning_strength_change
3.0,3.5,11.388956216236608,33.495783306236845,0.5533333333333333,-0.9811009876586922,0.0049647468640746095,-0.0049647468640746095,0.07327911777534413
3.5,3.5,12.448052437003867,32.01473276594742,0.55,-1.2877013858755788,0.006833581334180161,-0.006833581334180161,0.08009665940948041
4.0,3.5,13.034276373959642,31.031709871094602,0.5766666666666667,-0.34604107197810663,0.007288771252077331,-0.007288771252077331,0.07980239889605972
4.5,3.5,13.141474002288362,32.49325100419733,0.5733333333333334,-0.8614495252662806,0.006377888673042731,-0.006377888673042731,0.0833824463945691
5.0,3.5,12.819719587374564,32.825421026462664,0.59,-1.036641599334601,0.013310499427850231,-0.013310499427850231,0.0824174727183607
0.0,4.0,10.90037979046187,37.58788852782293,0.5366666666666666,-1.5949161600383093,0.012052023320469674,-0.012052023320469674,0.07840399951098354
0.5,4.0,10.99699378030678,39.022291875611685,0.5366666666666666,-1.1090700938081568,0.010137811253621898,-0.010137811253621898,0.07969160532858016
1.0,4.0,11.913827923806338,37.99763328997596,0.5633333333333334,-1.0447906050833637,0.009457518852441671,-0.009457518852441671,0.07747230142478062
1.5,4.0,11.668264801692942,35.955486319823606,0.54,-0.8666582547900248,0.007290884884168958,-0.007290884884168958,0.0775166752391484
2.0,4.0,10.544763776368313,36.35341358804171,0.5366666666666666,-1.2760764565579734,0.006474752805725237,-0.006474752805725237,0.07724610021459816
2.5,4.0,11.656825584168672,36.535446940588756,0.5233333333333333,-0.9899393264801262,0.006295803569854264,-0.006295803569854264,0.07389574464738596
3.0,4.0,11.93438559213675,32.57855009281316,0.54,-1.0784285007447352,0.002554799485910697,-0.002554799485910697,0.07348228176733351
3.5,4.0,12.620901963006915,31.184901744742948,0.58,-0.8394759229012152,-0.0009499661680483218,0.0009499661680483218,0.0812129559478072
4.0,4.0,12.620810169889467,31.681258064863336,0.58,-1.242479415001796,0.0020201399940247278,-0.0020201399940247278,0.08494716485532511
4.5,4.0,13.095795947999363,31.76814589405255,0.5766666666666667,-1.0880071681563663,0.006919401672212555,-0.006919401672212555,0.08646005235878224
5.0,4.0,13.36862390466402,32.399464422738006,0.5933333333333334,-2.4433572015824723,0.0012447030059072883,-0.0012447030059072883,0.08751046794347556
0.0,4.5,11.788512764210623,38.59581488161812,0.5533333333333333,-1.4989696650070243,0.007826734340453168,-0.007826734340453195,0.08938085219148356
0.5,4.5,11.143325083184635,35.73103747883509,0.5366666666666666,-1.5107125490298472,0.010132204531594968,-0.010132204531594968,0.08510335343465886
1.0,4.5,11.189802760739525,35.493070554016334,0.5533333333333333,-1.4348596855160025,0.005177788278225071,-0.005177788278225071,0.07968180413891807
1.5,4.5,11.660237186408352,36.22138341789845,0.55,-2.179993213379589,0.007149822032513686,-0.007149822032513686,0.07285186484720813
2.0,4.5,12.041870094906685,37.139281163735404,0.5566666666666666,-1.7784986830334333,0.004327854217968552,-0.004327854217968552,0.07237218233740816
2.5,4.5,12.167087655578882,35.526668662159295,0.5433333333333333,-1.2180533154970732,0.0077204016432713685,-0.0077204016432713685,0.0779314825138131
3.0,4.5,11.78298144862373,34.37322539017688,0.5466666666666666,-1.512643567254429,0.0073216732255222405,-0.0073216732255222405,0.0756398491010985
3.5,4.5,12.242947729384724,33.02467614616608,0.5766666666666667,-1.2244401104859293,0.009357637566074495,-0.009357637566074495,0.0805862801863918
4.0,4.5,12.431761024481176,32.69850638754367,0.57,-0.8997095784302616,0.002084342944901174,-0.002084342944901174,0.08171155131705105
4.5,4.5,13.525869932716631,33.69936300281096,0.5933333333333334,-1.8491462794201254,-0.0003688671393640708,0.0003688671393640708,0.08265796846937723
5.0,4.5,13.02496784915715,32.29609906250037,0.5866666666666667,-2.585250929200697,0.006052382752684771,-0.006052382752684771,0.08360657580638414
0.0,5.0,12.497644910170635,34.98997068303709,0.5466666666666666,-1.138198915511694,0.0021494506980091477,-0.0021494506980091477,0.08847472060080946
0.5,5.0,11.870423725182434,36.77232296341718,0.5533333333333333,-1.9614000728753922,0.0017560837771298798,-0.0017560837771298798,0.08610923008881505
1.0,5.0,11.156921472616034,36.798763014259606,0.53,-1.9152726640386817,0.0008819966393934786,-0.0008819966393934786,0.07955133970092687
1.5,5.0,11.200698616208257,36.91489531990051,0.5333333333333333,-2.616809525053,0.004671974643329135,-0.004671974643329135,0.07971910514666664
2.0,5.0,10.866753012208164,38.23549966319705,0.5433333333333333,-1.5304835452987504,0.004152729582768244,-0.004152729582768244,0.07812460024364642
2.5,5.0,11.935532966552344,35.78908588463926,0.5466666666666666,-1.4140689816113081,0.0077203485947252015,-0.0077203485947252015,0.0765436375749518
3.0,5.0,11.462132187870438,35.07943826906487,0.5366666666666666,-1.2244515794118485,0.006709665664553832,-0.006709665664553832,0.08412577621176126
3.5,5.0,11.493259335745819,33.087658912182555,0.56,-2.1297572899482873,0.005003188567402395,-0.005003188567402395,0.07786379832839752
4.0,5.0,11.876166078890506,32.74420295410895,0.55,-2.1562191650841385,4.9326374860547695e-05,-4.9326374860547695e-05,0.08702430676320178
4.5,5.0,12.447595321751194,33.76181135357713,0.5566666666666666,-2.8152766734148145,8.897997424756054e-05,-8.897997424756054e-05,0.0873013291280364
5.0,5.0,11.711853411563894,32.67186328208791,0.5666666666666667,-2.9496783865643863,0.00645333135512155,-0.00645333135512155,0.08220532682651832
