gaze_az_deg,gaze_el_deg,median_abs_delta_po_deg,p90_abs_delta_po_deg,fraction_abs_delta_po_gt_threshold,median_signed_delta_po_deg,median_circular_variance_change,median_tuning_strength_change,median_abs_tuning_strength_change
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.0,1.2115662148943755,6.170388500921455,0.06666666666666667,0.04313062888806485,-0.000712189033637789,0.000712189033637789,0.011231314109267643
1.0,0.0,2.3151029970159414,13.701905461400518,0.15333333333333332,0.09490565524519923,-0.001632453527729838,0.001632453527729838,0.020581476588710346
1.5,0.0,3.8325182885278792,20.326661804564047,0.23333333333333334,0.3157135774540052,-0.004933400329353632,0.004933400329353632,0.03097227857277124
2.0,0.0,5.071620497972759,30.19408586165879,0.31,0.1944136143073507,-0.005502438224241901,0.005502438224241901,0.042972309039726375
2.5,0.0,6.897978700599381,37.37466083011308,0.37,0.003309401317949323,-0.00880489162495729,0.00880489162495729,0.05458816594203064
3.0,0.0,7.888051906914626,41.29181849664553,0.4266666666666667,0.35380405470894516,-0.009373445269285796,0.009373445269285796,0.05942670461965205
3.5,0.0,9.318501660709472,43.86362640703143,0.47,0.15584716853629743,-0.01307571110268424,0.01307571110268424,0.06567474475169655
4.0,0.0,9.582704815474237,45.46700709494405,0.48,0.28797351892414724,-0.012538089770459837,0.012538089770459837,0.061349352107583854
4.5,0.0,11.126815617148765,44.90798564562273,0.5133333333333333,0.4066734623354762,-0.016563834868277005,0.016563834868277005,0.06390655114663679
5.0,0.0,10.6678991114388,44.252088890292676,0.51,-0.09858481876219116,-0.015032776860367358,0.015032776860367358,0.06805471009053421
0.0,0.5,1.1796464206441328,8.362193002217715,0.09,-0.038926316377938974,0.0016102733941639746,-0.0016102733941639746,0.011276635966042059
0.5,0.5,1.660360029270187,10.555307433854388,0.10333333333333333,0.23708995906271468,0.0012773311542112475,-0.0012773311542112475,0.014587246611511284
1.0,0.5,2.741120570295635,13.633136280113218,0.16333333333333333,0.19203103691535262,0.0012360266337783643,-0.0012360266337783643,0.020160308633347446
1.5,0.5,3.796494401121464,20.111257474074524,0.24,0.16575588888923676,-0.0009665883265497777,0.0009665883265497777,0.027966816558354424
2.0,0.5,5.3093588765108635,29.67172712902712,0.31666666666666665,0.40464529514108705,-0.0012972177356632697,0.0012972177356632697,0.04016794196151707
2.5,0.5,6.955170654077271,35.34384191525772,0.37,0.3060009445300267,-0.004520660666474663,0.004520660666474663,0.05689541254388747
3.0,0.5,7.872417082940558,42.237010638900564,0.43,0.6371005983871498,-0.007284582910007498,0.007284582910007498,0.059114304413251495
3.5,0.5,8.797986362883307,44.060541379400796,0.4633333333333333,0.9608439673689304,-0.008001190502075872,0.008001190502075872,0.06565831233246594
4.0,0.5,9.805651695528667,45.180809241849026,0.48333333333333334,0.9463263953142302,-0.007712126660730068,0.007712126660730068,0.06666732202056724
4.5,0.5,10.578292377127937,45.215971846196005,0.5066666666666667,0.7739568887154746,-0.015491484343036321,0.015491484343036321,0.06721886776097874
5.0,0.5,11.160834793437132,42.51503290071894,0.5166666666666667,0.27979220872707344,-0.013517894004766828,0.013517894004766828,0.06828329369764313
0.0,1.0,2.648435956009493,17.732529754622686,0.15,-0.24055147530549448,0.0032608328916629015,-0.0032608328916629015,0.02504755804474018
0.5,1.0,2.8194080183625516,14.880727700711207,0.16333333333333333,-0.08254358271280182,0.0033793965269651727,-0.0033793965269651727,0.026284727254115514
1.0,1.0,3.0659905998478507,17.473620037857856,0.19666666666666666,0.0888948212207481,0.0020643746747762703,-0.0020643746747762703,0.026498790572935416
1.5,1.0,4.153599967316055,23.40295435459591,0.26666666666666666,0.08681279373638517,0.00231624587186241,-0.00231624587186241,0.030708854329588225
2.0,1.0,5.269860582371074,29.48323145905507,0.33666666666666667,0.3648434300715948,0.0014139428101880847,-0.0014139428101880847,0.04129117759101136
2.5,1.0,6.739396652937515,33.476596105731566,0.39666666666666667,0.357258496354504,0.00012698832585777975,-0.00012698832585777975,0.0490586181025604
3.0,1.0,8.166441311111754,38.810048928480306,0.43,0.31394930064115556,-0.0015675125135414802,0.0015675125135414802,0.05866101005330282
3.5,1.0,8.237951713044886,41.35286300789925,0.44,0.4128189178263497,-0.004641455595370603,0.004641455595370603,0.06775215673714696
4.0,1.0,9.41923783438223,42.48068904985327,0.4766666666666667,0.20325681851103639,-0.00448172947668557,0.00448172947668557,0.06494885995157157
4.5,1.0,10.968115689142223,43.622289055781145,0.52,0.7387202179458967,-0.00991966051811799,0.00991966051811799,0.0690084520660959
5.0,1.0,11.450670193850769,42.6135163013807,0.5366666666666666,1.0715478394994946,-0.010863354575951778,0.010863354575951778,0.06891092451262376
0.0,1.5,3.740257729648576,23.463821011282366,0.23666666666666666,-0.36578565411441843,0.001960903719570306,-0.001960903719570306,0.03568083190546184
0.5,1.5,3.623560792122447,23.426227734870693,0.24666666666666667,-0.2718777353574069,0.0016594557150887423,-0.0016594557150887423,0.03568153511593286
1.0,1.5,4.0925689176230975,25.636200366358715,0.27,-0.008284982931499485,0.0021135956458447347,-0.0021135956458447347,0.03618678723417962
1.5,1.5,4.478104833014214,28.08641467303221,0.31,0.16253793388679583,0.001545659170340663,-0.001545659170340663,0.040585103621371355
2.0,1.5,5.39488167057624,30.346305391963647,0.37333333333333335,0.21124701365649656,0.0015898442424570058,-0.0015898442424570058,0.04586670527088704
2.5,1.5,7.299054830010931,34.52248868847951,0.42333333333333334,0.06237587049628246,0.0008223264363249605,-0.0008223264363249605,0.04689553347067538
3.0,1.5,8.394377103179409,37.30527009202908,0.44666666666666666,0.1245213425506222,-0.0005941021245572387,0.0005941021245572387,0.057129656718797606
3.5,1.5,9.057715137121932,42.491443977556536,0.45666666666666667,0.4914738807059109,-0.004002805332305681,0.004002805332305681,0.06501826499977648
4.0,1.5,9.510893546888042,41.8818317795038,0.48,0.8292150559794607,-0.006030832643679707,0.006030832643679707,0.06961636918904118
4.5,1.5,10.685728463713843,41.62826391069791,0.52,1.2588492477260615,-0.009213394208132275,0.009213394208132275,0.07313735425128731
5.0,1.5,12.069041915344165,41.444016768828995,0.56,1.0799377112381663,-0.010504271528143427,0.010504271528143427,0.07565025751818522
0.0,2.0,4.774252636047322,35.76518730689338,0.27,-0.38954592279829114,0.003147397463761692,-0.003147397463761692,0.0441227241582538
0.5,2.0,4.556094598072775,34.92851466110431,0.3,-0.22034159426502242,0.0024183919970111045,-0.0024183919970111045,0.04457725667778206
1.0,2.0,4.8255105013960105,37.75343864318373,0.3333333333333333,0.019358330291936454,0.0005975916071452314,-0.0005975916071452314,0.041833604524030676
1.5,2.0,5.438385362039668,34.22538302004827,0.36,0.021327105763731424,0.004480140135411925,-0.004480140135411925,0.04927831554624723
2.0,2.0,6.201992198323708,33.94039139922933,0.4066666666666667,0.13323190943743413,0.0011406330294014833,-0.0011406330294014833,0.051610188104264265
2.5,2.0,7.454158587167441,36.9773089889213,0.42,0.07874544048365806,0.0025954870728845947,-0.002595487072884581,0.056975082864944016
3.0,2.0,8.491621297798815,39.01964432572608,0.46,0.2781428364137781,-0.0017226372770655085,0.0017226372770655085,0.06186084922830187
3.5,2.0,9.339448812654595,39.188092923584755,0.47333333333333333,0.30403904245665814,-0.002703844015302548,0.002703844015302548,0.07344195143128424
4.0,2.0,9.998688611223798,38.80534029479858,0.49333333333333335,0.2797395841495671,-0.001278321851652442,0.001278321851652442,0.07188577756006476
4.5,2.0,11.204103008645234,39.44717246249777,0.5233333333333333,0.9078783374207688,-0.004893883699014834,0.004893883699014834,0.07921223844179226
5.0,2.0,12.513893474316674,40.10696752970316,0.5866666666666667,0.4094268465851201,-0.005871494467598104,0.005871494467598104,0.08122212495345493
0.0,2.5,6.065197637157127,38.32157912184178,0.3433333333333333,-0.5465108166649557,0.0061477093793624316,-0.0061477093793624316,0.05017627330735608
0.5,2.5,5.393270496359449,37.35975319718209,0.36,-0.23563564616459587,0.004133292440231029,-0.004133292440231029,0.049257449714563084
1.0,2.5,5.160155462131357,41.8470308490272,0.36666666666666664,-0.12661076650401526,0.0005470917716927648,-0.0005470917716927648,0.05256897274310218
1.5,2.5,5.932397372764797,39.63108541843473,0.3933333333333333,-0.12130520264199163,0.0038733859032571427,-0.0038733859032571427,0.05994489944979087
2.0,2.5,6.782509509711701,34.75978253189545,0.43333333333333335,-0.2240373127459634,0.0029053149704834635,-0.0029053149704834635,0.06231515972286672
2.5,2.5,7.077022624639227,34.68159046453627,0.43,-0.34046515867406413,-0.002087399603710738,0.002087399603710738,0.060776018963321854
3.0,2.5,8.546007773727865,37.316730808443005,0.46,0.1264160463379227,-0.0022256280772649517,0.0022256280772649517,0.06749589562551561
3.5,2.5,9.433656865689443,37.33358537295972,0.48333333333333334,0.28494457418082675,-0.0009718001385557451,0.0009718001385557451,0.07173887280127261
4.0,2.5,10.374612537704884,38.506594581873344,0.5066666666666667,0.5091968506248321,0.0013227254654314957,-0.0013227254654314957,0.06797531790942202
4.5,2.5,11.660502409244195,38.78032051371135,0.5333333333333333,0.7719585554565498,-0.0008609989590830369,0.0008609989590830369,0.07673190989720946
5.0,2.5,12.696066064290846,37.780631449015665,0.5833333333333334,0.533052764974002,-0.006364223829116611,0.006364223829116611,0.08141242483195849
0.0,3.0,6.90533514060958,38.64198516819573,0.4266666666666667,-0.6498263312389057,0.008422680523555437,-0.008422680523555437,0.057013970253833146
0.5,3.0,7.136945607554971,40.935911164873865,0.41,-0.3925215016986314,0.00768394114444837,-0.00768394114444837,0.05373951296493029
1.0,3.0,6.938722421525483,41.77204412262298,0.41,-0.36265806635761066,0.0012914962137128838,-0.0012914962137128838,0.05489523877655417
1.5,3.0,6.931088875058862,40.49577584175804,0.43333333333333335,-0.4239677735945264,0.002507338224406519,-0.002507338224406519,0.05257327855589489
2.0,3.0,7.2858806767370226,40.13742823564614,0.44666666666666666,-0.4159945686739235,-0.0009210152513884906,0.0009210152513884906,0.06124671145910032
2.5,3.0,7.199858770506793,36.73526624699686,0.44666666666666666,-0.5422124970402962,0.0012531577795598658,-0.0012531577795598658,0.06437603885979953
3.0,3.0,9.164639820603583,36.65533363938769,0.4633333333333333,-0.0393918037031753,-0.0012834958070271907,0.0012834958070271907,0.06697607037165942
3.5,3.0,9.834735439755306,38.83033267766781,0.49,-0.12952278242352122,-0.0027969115598132643,0.0027969115598132643,0.06620821613055144
4.0,3.0,10.972754464597685,38.16055018091734,0.5266666666666666,0.07038438757665233,0.0029810744942435075,-0.0029810744942435075,0.06824741222409242
4.5,3.0,11.61091062269454,37.54162361775323,0.5433333333333333,-0.19339024668732918,-0.0014098900008621684,0.0014098900008621684,0.0695100014268133
5.0,3.0,11.533465381708083,36.56020258642836,0.5533333333333333,0.910389706776499,-0.005179161211501748,0.005179161211501748,0.0766293641855319
0.0,3.5,8.109243339311405,40.62061208781911,0.44333333333333336,-0.9985976216876793,0.008182554237605666,-0.008182554237605666,0.059887164458309994
0.5,3.5,8.397584659042408,38.57138055532354,0.45,-0.6358496875542983,0.008216471956580873,-0.008216471956580873,0.062418832267266744
1.0,3.5,7.902519708151445,44.411201549501136,0.4533333333333333,-0.5737429851468292,0.006152838129845406,-0.006152838129845406,0.0626576176396415
