gaze_az_deg,gaze_el_deg,median_abs_delta_po_deg,p90_abs_delta_po_deg,fraction_abs_delta_po_gt_threshold,median_signed_delta_po_deg,median_circular_variance_change,median_tuning_strength_change,median_abs_tuning_strength_change,population_response_correlation,median_per_neuron_response_change,median_relative_response_change,fraction_large_response_change,rdm_similarity_to_baseline,image_discriminability,shifted_image_discriminability,gaze_radius
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.9645812799327296,0.9645812799327296,0.0
1.0,0.0,1.5876147075202454,13.187187380427934,0.13125,0.35286881590760544,0.0004887074850489781,-0.0004887074850489781,0.02128964562330876,0.9451838277663748,2.449917727917012,0.4017645430521676,0.34375,0.9819136000531578,0.9645812799327296,0.9681553932273216,1.0
2.0,0.0,3.922635871026266,24.25542679138264,0.26875,0.38667934977588914,-0.0041801240715083066,0.0041801240715083066,0.02951607086037511,0.8145348392334277,4.6025780579866105,0.7449646388135431,0.70625,0.9391685563085599,0.9645812799327296,0.9587472029810361,2.0
3.0,0.0,5.0657664262267375,26.877367298305277,0.3625,0.7202952034392354,-0.007679695429053723,0.007679695429053723,0.0390219663782822,0.6493284423009784,5.991649600521879,0.9406097948331982,0.825,0.9215199700036502,0.9645812799327296,0.9539407836725909,3.0
4.0,0.0,7.113107562383981,35.59510571897183,0.39375,0.6387069610668448,-0.003045389349989769,0.003045389349989769,0.04722767177635512,0.47747282329504837,7.08119005321602,1.0566374430580878,0.8875,0.9343482952582011,0.9645812799327296,0.9692792244482263,4.0
5.0,0.0,8.944806649728662,38.35973890722551,0.4625,0.18624091856295877,-0.006930597193165522,0.006930597193165522,0.06836470513197501,0.32672687627895464,7.91140153965428,1.076908054476966,0.9375,0.9366211066316549,0.9645812799327296,0.9855385221001571,5.0
0.0,1.0,2.198990731206237,8.844298455444394,0.08125,-0.10099611378245754,0.000783075485487339,-0.000783075485487339,0.018572847418583893,0.9198416135355594,2.594662045540093,0.3956847779666253,0.375,0.9832516359358358,0.9645812799327296,0.9658513954785587,1.0
1.0,1.0,2.40090886017051,16.142435860991366,0.175,0.2504255373841744,0.0030529137004272067,-0.0030529137004272067,0.024974148180174904,0.8837816683762976,3.3554546461315145,0.527439483174442,0.51875,0.9542711380163234,0.9645812799327296,0.9739907670349075,2.0
2.0,1.0,3.845697440126081,21.988166675168213,0.2625,0.6919431934687381,0.0008813982628952943,-0.0008813982628952943,0.03289878526795992,0.7677470070660083,5.088783805017426,0.8203181579288293,0.7625,0.9075070387321228,0.9645812799327296,0.9751861574002895,3.0
3.0,1.0,5.60151957643717,34.882424663794986,0.35,0.660115746350769,-0.004387023675181567,0.004387023675181567,0.046405981634162374,0.6070788994592056,6.239727658536899,0.971030091307004,0.86875,0.896121656045862,0.9645812799327296,0.9721187056576875,4.0
4.0,1.0,6.8316206293956725,37.23012790213672,0.4,0.3390393935062832,-0.009207304059898613,0.009207304059898613,0.06157423009990637,0.43912548114433886,7.2569669040674025,1.0344308455732742,0.89375,0.927492194776247,0.9645812799327296,0.9787883432167935,5.0
5.0,1.0,9.399116784715275,38.7647661877232,0.4875,1.8567173175692488,-0.007056838610822236,0.007056838610822236,0.0755412842160646,0.2885864041528723,7.957122708187944,1.084037024886236,0.9375,0.9297212978508781,0.9645812799327296,0.9821951716362683,6.0
0.0,2.0,4.125306141564131,23.462419405273568,0.20625,0.16650475351086413,0.007230770115159657,-0.007230770115159657,0.038287798898391845,0.7243612359510697,4.7834176442972725,0.7566618597052472,0.725,0.9162090643926034,0.9645812799327296,0.9712630136844099,2.0
1.0,2.0,3.564725706024973,24.09165167896136,0.2375,-0.1072449136124618,0.001849111501367573,-0.001849111501367573,0.03621039143865934,0.720565708249474,4.354572147728076,0.7087080593525729,0.7,0.8879264036762196,0.9645812799327296,0.9809206512678443,3.0
2.0,2.0,4.313716587220277,29.42548453982197,0.3,0.5838884403016422,-0.00039631354916447314,0.00039631354916447314,0.042792254239476246,0.6351312116801819,5.335928993060142,0.872220647643221,0.79375,0.8659360821385742,0.9645812799327296,0.9756650484349839,4.0
3.0,2.0,6.160964869438857,31.865907246192275,0.36875,1.017972472113371,-0.0051848374487361015,0.0051848374487361015,0.052928310245838606,0.4976905903169072,6.360729907161998,0.9962989511137924,0.85,0.8707652764496385,0.9645812799327296,0.9704570545375603,5.0
4.0,2.0,8.201892425804445,34.40759806415569,0.43125,1.2347286231502466,-0.0027440588964458557,0.0027440588964458557,0.0732108514154371,0.34747901162826034,7.28666054297158,1.038201847271717,0.9,0.9077010359779804,0.9645812799327296,0.9763948510992643,6.0
5.0,2.0,10.733535576084961,38.904666653450064,0.51875,2.0346118674374623,-0.00800438866440445,0.00800438866440445,0.07898840870878548,0.2146420035284668,7.465038812695104,1.1142430110291197,0.9375,0.902707018191539,0.9645812799327296,0.9805722467313405,7.0
0.0,3.0,5.1013773368148065,29.181521248870208,0.33125,0.43809621965252177,0.0015813259583800643,-0.0015813259583800643,0.050789209154110726,0.5033670453261844,6.090005712604643,0.9842417437908606,0.8625,0.8586859981311902,0.9645812799327296,0.9835984248253122,3.0
1.0,3.0,5.256798339728803,35.057799592598904,0.30625,-0.26169745667029076,0.004966600290318701,-0.004966600290318701,0.04824577924873702,0.5260568450140325,5.799338575191809,0.9558167414870995,0.8375,0.8483631784709121,0.9645812799327296,0.9955399082809698,4.0
2.0,3.0,5.743489833336724,28.12747651945638,0.3375,0.9575934754178519,-0.0011486274253449946,0.0011486274253449946,0.058365886111473586,0.4718979967927513,6.55004797419133,0.998631137132231,0.8375,0.8154263524159896,0.9645812799327296,0.9880132008689205,5.0
3.0,3.0,6.601546633021115,30.155853862974237,0.3625,0.6661478214661543,-0.0005842986828082375,0.0005842986828082375,0.07057410353717042,0.3630544796582672,7.0176144237464255,1.004869483713254,0.90625,0.8130840134090283,0.9645812799327296,0.974654317546152,6.0
4.0,3.0,8.116520978230525,35.180646243084794,0.45625,1.659047755903046,0.0038418705120008,-0.0038418705120008,0.0620543572676846,0.23756041585835597,7.233634643518853,1.0286575482528724,0.9375,0.8487630065950069,0.9645812799327296,0.9778628849647628,7.0
5.0,3.0,9.385655066151706,33.28251099416913,0.475,1.4513485979149863,0.0020573759364703736,-0.0020573759364703736,0.07525685128750859,0.12940769329125332,7.42181580322317,1.0585690276319344,0.95625,0.8431167941622848,0.9645812799327296,0.9835881638099012,8.0
0.0,4.0,7.01574109029832,31.419668302208603,0.39375,0.21589113658956904,0.0012695999827728732,-0.0012695999827728732,0.06236588702929907,0.3282682378279911,7.6828554184498,1.0700544489946642,0.94375,0.8042899096173552,0.9645812799327296,1.0010609588902353,4.0
1.0,4.0,6.696152886892321,35.68078024297893,0.38125,0.1573347028515144,0.006563933061331906,-0.006563933061331906,0.05829650946363024,0.3559798729654339,7.167568402998454,1.0403469126817628,0.89375,0.8195729205118114,0.9645812799327296,1.0043814039340422,5.0
2.0,4.0,7.026471553390891,31.04205960732378,0.38125,0.9294560659684379,0.007278367913615913,-0.007278367913615913,0.05664111941463057,0.3200121891862793,7.240257579612642,1.0206240015056882,0.91875,0.792077999999383,0.9645812799327296,0.9979199598675923,6.0
3.0,4.0,8.156544529258554,33.54149367247341,0.4,1.362254237931893,0.004043490981208819,-0.004043490981208819,0.06662365402104958,0.234637927094241,7.318817131327805,1.03808477763405,0.94375,0.7295972280693062,0.9645812799327296,0.976265517214156,7.0
4.0,4.0,7.772447964070295,34.44147106938363,0.4375,1.2178453095258703,0.001738092906220734,-0.001738092906220734,0.061180158833704146,0.133033654997757,7.443964563718023,1.0353582316241905,0.9625,0.6802338696019521,0.9645812799327296,0.9676678659512735,8.0
5.0,4.0,9.152253198911218,36.56526303635266,0.45625,1.7719157095985807,0.0019479283950988857,-0.0019479283950988857,0.0778539903470023,0.048379904991370314,7.735140890510312,1.0436025496691865,0.9625,0.663771553153531,0.9645812799327296,0.9754518967640377,9.0
0.0,5.0,7.033825621792801,31.45421507792031,0.3875,-0.007151569549854742,-0.0002387471710190714,0.0002387471710190714,0.05558066029704872,0.20576506943414843,8.604647235918378,1.1246761842536306,0.9875,0.6864293324954961,0.9645812799327296,1.005722725294733,5.0
1.0,5.0,8.172697224055206,32.66329287936781,0.41875,0.21093020748004676,0.009733347893544742,-0.009733347893544742,0.06131997359415631,0.2267222612622878,8.245477561697532,1.1223274409959922,0.95625,0.6822656687471101,0.9645812799327296,1.0024040492164858,6.0
2.0,5.0,8.207125945861236,35.36945056285571,0.45625,0.3416106272426518,0.011145124787533323,-0.011145124787533323,0.08289193420358243,0.20558699850331075,8.038831323191559,1.086121939936979,0.9625,0.6615606247156101,0.9645812799327296,0.9953130020906175,7.0
3.0,5.0,9.619447941389382,36.45559113389148,0.475,0.2175544247059804,0.013321691523013657,-0.013321691523013657,0.07603009485867995,0.13887510515565663,8.185470432821543,1.0723082807598776,0.975,0.5899746954104527,0.9645812799327296,0.9737905427366336,8.0
4.0,5.0,9.601051078684328,37.59813906680219,0.4875,1.0872236915338291,0.0065414633228244035,-0.0065414633228244035,0.07013488118083955,0.056154871892110624,8.20209593188098,1.0313870384041457,0.975,0.48239079641588106,0.9645812799327296,0.9583541104349773,9.0
